"text","return","Repurchase","PositveWOM","complainseller","negativeWOM","CONFRONTCOPING","SUPPORTSEEKINGCOPING","bookkeeping","helpothers","Retaliation","Cognition","objectivness"
"Iâ€™ve never felt so relaxed in my whole life when I use this. It makes my skin look and feel good. Itâ€™s a small confidence booster for sure. My skin is loving me ",0,0,1,0,0,0,0,1,0,0,0,0
"good",0,0,1,0,0,0,0,0,0,0,0,0
"This movie is hilarious",0,0,1,0,0,0,0,1,0,0,0,0
"My kids love this. Itâ€™s super flexible and the toys seem dur",0,0,1,0,0,0,0,1,0,0,0,0
"Come on guys. This 7.60 a case. Per pack. Most cases water is 3 bucks. No deal. At all. I mean at all. Amazon. Poor sales thinking as usual.",0,0,0,1,1,0,1,1,0,0,0,0
"The package just came to my house and it only had the manual and the cleaner paper, HORRIBLE EXPERIENCE",0,0,0,0,1,0,1,1,0,0,0,0
"We use this pad under our indoor kennel. We are working hard at potty training our new puppy but he often misses his potty pads and pee gets on the whelping pad. He also often spills his water bowl. Nothing has ever soaked through this waterproof pad. It really does hold all the liquid & keeps our new floor clean. There aren't even stains on the bottom of this pad when I pick it up to wash it. It's easy to throw in the washing machine and cleans up well.",0,0,1,0,0,0,0,1,0,0,1,0
"This is hands down the best fitness band I've ever used I love that it has Alexa built in and you can swim while wearing it. I did not like the watch band it came with at all but I just ordered a different one there are allot of different bands that fit it so you have many choices overall the amazfit band 5 is well worth the price",0,0,1,0,0,0,0,1,0,0,1,1
"He didnâ€™t use it much till 6 months but now heâ€™s on it all the time. We bought a second one so he has one on both floors. He has attacked both of them and will flip them for fun and both are fine. Washing has been easy too. We purchased t",0,0,1,0,0,0,0,1,1,0,0,0
"This is a different color flower than the previous one I ordered. Also, it's missing about a quarter of the container? This doesn't feel like the previous silky smooth hydrating formula I was used to. This seems thick and not nourishing.",0,0,0,0,1,0,1,1,0,0,1,0
"Purchased to routinely clean my Goldendoodleâ€™s ears. She actually likes it when I use them on her ears. Nice fragrance and easy to use. I recommend ",0,1,1,0,0,0,0,1,0,0,0,0
"Feels heavy & well made. Looks even better in person",0,0,1,0,0,0,0,1,0,0,0,0
"Interesting, informative, and loved watching it. Itâ€™s interesting what happened to these hunters when they were by themselves in the woods. I will watch it a",0,0,1,0,0,0,0,1,0,0,0,0
"I bought the TV 8 months ago, but it sat in my garage while my porch was being built. I finally installed it last week, only to discover that the screen was broken. There was no visible damage, but the image appeared with a huge crack. I was worried because I was far outside of the Amazon warranty. Fortunately, they sent a new TV right away. I had it in two days. When I turned on the new one, I was blown away. The picture is beautiful. I really like the sleek remote and the ease of navigation. Iâ€™ve only had it up for one day, but so far Iâ€™m v",0,0,1,0,0,1,0,1,0,0,1,1
"Never could connect it!",0,0,0,0,1,0,0,1,0,0,0,0
"Successful gift!",0,0,1,0,0,0,0,0,0,0,0,0
"Was used. ðŸ¤® g",0,0,0,0,1,0,0,1,0,0,0,0
"My 4 yr old granddaughter absolutely loves this she played with nothing else but this all weekend. she gathered up all her stuffies and formed a line for her dog "" Beauty Shop"" best money I have ever spent. Highly recommend!",0,1,1,0,0,0,0,1,0,0,0,0
"My wife & I are very pleased with the wide screen color & friendly user Acer.",0,0,1,0,0,0,0,1,0,0,0,0
"Product was for office use",0,0,0,0,0,0,0,1,0,0,0,0
"Fantastic garden tools, great weight and easy to hold and use",0,0,1,0,0,0,0,1,0,0,1,0
"My dog generally doesn't like dog beds, and we've failed on previous purchases. She prefers human sofas and beds. But she spends hours in this one. Looks super comfortable, fits her perfect. She's a little under 20 pounds, and the small size is perfect for her to either curl up inside or rest her head on the side.",0,0,1,0,0,0,0,1,1,0,1,0
"It was cheaper that the store and was good.",0,0,1,0,0,0,0,1,0,0,0,0
"This battery has lasted me like 4 days and is still only at 39% - I do turn it off at night tho, as I donâ€™t use the sleep tracker feature. I am using the band for my old Apple Watch just bc the one this one came with was just slightly too big, but I donâ€™t mind. For anyone thinking about it, go for it! (I ha",0,1,1,0,0,0,0,1,1,0,1,1
"Great to wear with jeans or with nice evening dressâ€¦ itâ€™s stylish for any ",0,0,1,0,0,0,0,1,0,0,0,0
"I liked the first one so much that I bought a second. These are really cute and lightweight, yet surprisingly warm and thus perfect for early mornings or evenings near the ocean. I normally wear smalls but went with mediums this time so I'd have a bit more room for my swimsuit to dry, or to layer shirts, and the mediums are perfect (I'm 5'4"", 135 lbs, athletic build).",0,1,1,0,0,0,0,1,1,0,1,0
"Smart watches are overpriced gimmicks. The battery on this device drains way too fast. You can leave it on battery saver mode and never use it and it will still drain. The apps are boring. But its not objectively a bad device.",0,0,0,0,1,0,0,1,0,0,1,1
"I bought this because my older dog is having issues and urinates sometimes in the house. I have found that it has not really removed the iron odor, at least to me, but I also have a very strong sense of smell. I have a cat who frequently regurgitates his food, and it usually comes out orange with a little liquid. It has removed those stains very well. Itâ€™s my go to for that. I spray, scrub, spray again and give it a minute then scrub again. It also worked extremely well removing Diarrhea stain and odor, and I was very surprised. I liked the smell at first but I donâ€™t care for it now, give me a sickly feeling. Smells like a orange creamsicle. I would buy again. I wish it came in ",0,1,1,0,0,0,0,1,0,0,1,1
"The adhesion and my grandson LOVED them!",0,0,1,0,0,0,0,1,0,0,0,0
"got whit out a box",0,0,0,0,0,0,0,0,0,0,0,0
"Great concert.",0,0,1,0,0,0,0,0,0,0,0,0
"I hate how these look on my husband. I wish I could return them... but since they are already worn I guess I am stuck with seeing these.",1,0,0,0,1,0,0,1,0,0,0,0
"I like the watch and that it is self winding. I had a solar powered watch that just stopped working no matter how much light I shined on the face of the watch. You do need a special tool to remove links from the band. I bought it since I reckoned it would be more expensive to take it to a jeweler.",0,0,1,0,0,0,0,1,1,0,0,1
"If you're 13 years old you *might* like this movie.",0,0,0,0,0,0,0,1,0,0,0,0
"Could have been a believable story until the end when they made it very unbelievable.",0,0,0,0,0,0,0,1,0,0,0,1
"They donâ€™t seem to last as long as they used to. On my 3rd pair in two years but they are a favorite for the baby, toddler st",0,1,1,0,0,0,0,1,0,0,0,0
"So, if you're into true crime, this movie starts out great. Then just as it gets really interesting and you think the narrator might be tracking a serial killer or have a fact-based theory - WHAM! alien bigfoots (bigfeet?)! Seriously? Give me a break.",0,0,0,0,1,0,0,1,0,0,1,1
"It helped with my thinning hair - did not expect the new growth. Pleasantly surprised.",0,0,1,0,0,0,0,1,0,0,0,0
"Sometimes they rip when youâ€™re getting the initial tab off of a roll, but overall these are the best bags Iâ€™ve ever",0,0,1,0,0,0,0,1,0,0,0,1
"movie was definitely unusual, some songs are entrancing others recall tense movie moments",0,0,0,0,0,0,0,1,0,0,0,1
"Loved it! It is hard to find movies like this one.",0,0,1,0,0,0,0,1,0,0,0,0
"Great as always. Have been buying Asics for a while now they last long and are comfortable. I use the orthopedic pads and these shoes seem to be perfect for them. have been buying pairs since 2013. This is my 3rd pair that I wear daily. I still use the old ones for running and hiking where looks doesn't matter (they got tattered over the years and show signs of wear and tear).",0,1,1,0,0,0,0,1,0,0,1,0
"Washing my dog is so easy for her and me. No more back pain for me.",0,0,1,0,0,0,0,1,0,0,0,0
"Used this product to keep my pup from licking and within minutes her lips were swollen. I wouldn't recommend using this product.",0,0,0,0,1,0,0,1,0,1,0,0
"Absoulty love sure takes the stress off the back.Can get plants planted alot faster.with out the stress on the lower back from shoveling.",0,0,1,0,0,0,0,1,0,0,0,0
"This mask is terrible.",0,0,0,0,1,0,0,1,0,0,0,0
"I love to watch this concert once or twice per year. It makes my heart pound, and it makes me smile... and, occasionally, brings a tear to my eye -- and I'm a middle-aged man. Fleetwood Mac has always been one of my favorite bands, and I love so many of their songs. I so wish I could have been there at that concert! It would be a memory I'd cherish for the rest of my life! The crowd that was lucky enough to be there at times didn't seem to appreciate the music, which made me incredulous... but the concert, the band, was incredible!",0,0,1,0,0,0,0,1,0,0,0,0
"I was submitting a review for my other order but submitted it for this Please ignore or dismiss it.",0,0,0,0,0,0,0,1,0,0,0,0
"I like it wish it was one of those cool 92%nylon, 8% spandex, 8% elastano blends but its ok also would like the Addidas logo as black but still looks good at the gym..",0,0,1,0,0,0,0,1,0,0,0,1
"Ought it in Dec 2022 and it died in March 2022. Junk watch",0,0,0,0,1,0,1,1,0,0,0,0
"One bottle last along time",0,0,1,0,0,0,0,1,0,0,0,0
"Love",0,0,1,0,0,0,0,0,0,0,0,0
"Good But it very small bottle",0,0,1,0,0,0,0,1,0,0,0,1
"My watch looks amazing but it doesnâ€™t tick idk if they sent me one without a battery or if the battery is just dead thatâ€™s the only reason why Iâ€™m not giving it a 5 star bc itâ€™s great overall but I canâ€™t tell time ",0,0,1,0,0,0,0,1,0,0,1,1
"This stuff actually works!! Had major pet stains and odor in my boyfriends old apartment from his doggo and this was a lifesaver!! We used it on vinyl plank flooring and the baseboards and it got the smell and stains up with one use. It smells amazing and is VERY strong but of course it has to be for it to work lol. Highly recommend and will be buying more products!",0,1,1,0,0,0,0,1,0,0,1,0
"Absolutely worth the money.. i have a 4 and 10 year old and they LOVE IT!!. I even enjoy the throw back games.. the 24 in one is also a good size.. Best investment yet as a mom!!",0,0,1,0,0,0,0,1,0,0,0,0
"They fit me a little snug, but Iâ€™m at the XXL. You wonâ€™t get support with it being snug at this size. Very comfortable to wear, and lo",0,0,1,0,0,0,0,0,1,0,0,1
"This deadbolt lock was easy to install. Had no problems at all. lock was easy to add to the app on cell phone Looks great on front door Will tell others about this lock",0,1,1,0,0,0,0,0,0,0,1,0
"While in this chair you feel as is you are floating on air. Good quality over all. One thing however. I am 6.4 and the chair is a bit short for me to really stretch out.",0,0,1,0,0,0,0,1,0,0,1,1
"I loved the ring it was very beautiful how it stone sit up high and shine like its real I love it.",0,0,1,0,0,0,0,1,0,0,0,0
"I regret buying this watch it's smaller than I thought also it's too expensive for what it is. I hope I can return it but the problem is I cannot return it because I used it already and there is only a partial refund or no refund on a used item. very disappointed.",1,0,0,0,1,0,1,1,0,0,1,0
"This set of three garden works great for planting bulbs and young plants. The smaller bit also works great for drilling out weeds while the larger bit can be used for working up the soil prior to planting.",0,0,1,0,0,0,0,1,0,0,1,0
"I really like these training collars because I could use one controller for both dogs. Plus, this controller allowed me to use the beep, vibrate or shock for both dogs simultaneously, which I had not seen before. That worked especially well when they were both doing something wrong at the same time, which is pretty often. The collars and controller stayed charged longer than other collars I have used. The only challenge I had was trying to see the display in bright light outside, but my eyes are not what they used to be.",0,0,1,0,0,0,0,1,0,0,1,1
"I purchased two of these 10 months ago. I don't recommend purchasing this camera for several reasons. 1. One of the cameras stopped working after a few months. 2. When the sound is turned on for our pets to here us is it is very muffled. 3. When we turn on to hear our pets there is a lot of feedback even with no other sounds on in our home. 4. The paid subscription allows you to play back 3 days of footage. The cameras didn't detect all the movements at night. 5. You have to check all your settings immediately and change to private. Mine all defaulted to public. If you're looking into a ""pet cam"" invest in another company. I'll be looking for other cameras in the near future.",0,0,0,0,1,0,1,1,0,1,1,0
"Great looking dress shoe while being comfortable as well",0,0,1,0,0,0,0,1,0,0,0,0
"I really wanted to like this shoe. The insoles are wonderful suportive, yet absorb shock. The soles are real durable rubber, not the felt knock off. They are light in the feet. The thing that made them not right for me is they don't have strong support for planter fasciitus. I need strong arch support. The venture 5 worked great in that respect. My feet hurt at the end of day two and I am on them almost all day. I can wear the venture 5 even when the insole is wearing down. I have worked in the venture 5 up to 18 hours a day or longer on concrete floors. Feet get sore, but no arch problem. Probably a great shoe for someone else.",0,0,0,0,0,0,0,1,1,0,1,1
"Probably nice if no lip lines.",0,0,0,0,0,0,0,1,0,0,0,1
"Not a good buy",0,0,0,0,1,0,0,0,0,0,0,0
"Cute and dainty...but beware...the chain is very thin.",0,0,1,0,0,0,0,0,0,0,0,1
"the spray nozzle came broken, doesnt work",0,0,0,0,1,0,0,1,0,0,0,0
"This is a great tool for someone who is studying for PMHN BC (ANCC certification exam) it aligns with the ANCC test outline!",0,0,1,0,0,0,0,1,1,0,0,0
"Great watch. There is no better wearable tech anywhere. I does work with Verizon. Ask Apple!",0,0,1,0,0,0,0,1,0,0,0,0
"How?? How is it that in 2022 we still can't make shirts that don't shrink the second you wash them? Do better!!",0,0,0,1,1,0,1,1,0,0,0,0
"Width is perfect, however, they are 1/4 size too long, therefore the back slips off with each step I take.",0,0,0,0,0,0,0,1,0,0,0,1
"Great item it hold all my face creams and washes",0,0,1,0,0,0,0,1,0,0,0,0
"Works great to clean up after the pup",0,0,1,0,0,0,0,1,0,0,0,0
"So cute and the material is stretchy and fits baby well! I also love that itâ€™s not the super thin cheap material but is a little thi",0,0,1,0,0,0,0,1,0,0,1,1
"Great product",0,0,1,0,0,0,0,0,0,0,0,0
"I'm hoping to end up liking this once we get to really use it but my daughter received it for her birthday. I expected all the normal time consuming stuff if downloading apps and creating a user account, annoying but fine. However, after doing all of that and going to set it up physically, it tells me I need a new physical piece for the Osmo to work with the Kindle Kids Fire 8. I bought the version of Osmo that says it works with the fire tablet, but no. They give two options, by a new reflector or email them for a free adapter. So thankfully I won't be out more money, but who knows when we'll actually be able to use it. According to Osmos website, the piece needed isn't actually included in any of the sets they sell so it's not like I could have even purchased a different""correct"" set. This set was bought after the tablet was bought so it's not like, oh I got some new Fire tablet that's different from what was available when the Osmo was being sold.",0,0,0,0,1,1,1,1,0,0,1,0
"got this for my nephew for Hanukkah he said he likes it!",0,0,1,0,0,0,0,1,0,0,0,0
"I do not Recall this movie",0,0,0,0,0,0,0,0,0,0,0,0
"The media could not be loaded. I just got them and the lettering is smeared? Is this normal? ðŸ˜” Other than that they seem ",0,0,0,0,0,0,1,1,0,0,1,0
"Brand new",0,0,0,0,0,0,0,1,0,0,0,0
"Watch came on time and in perfect condition. I was worried about it not having a block for the charger but it came with one. They even called me to let me know that they were out of the pink band and asked me what color I would like instead. I love that they asked me instead of just putting whatever color they wanted.",0,0,1,0,0,0,0,1,0,0,0,0
"Everything works well, however, I would like to see the BP and temp working. There are somethings I would like to delete like cycle, just dont know how to do that.",0,0,0,0,0,0,0,1,0,0,0,1
"I love this camera! I have purchased 3 different cameras so I can watch my dog when I am not home and this one is by far the best one! In love with the quality of the picture and how can you talk to your dog as well!",0,0,1,0,0,0,0,1,0,0,0,0
"Great stem activity",0,0,1,0,0,0,0,0,0,0,0,0
"Very good",0,0,1,0,0,0,0,0,0,0,0,0
"Great quality of garden tools. Very sturdy and nice looking. Would highly recommend.",0,1,1,0,0,0,0,0,0,0,0,0
"Was totally disappointed with this. First when I opened the package they slid right out? Then after putting them on my face under my eyes, I few Mins later they slid off my face? I opened another package and the same thing . So I put them on left on for the recommended time and took them off? I did this for one week so far and nothing i difference. I know still early but I wonâ€™t be buying these again. Plus the liquid they were packed in just felt like water , Marie sa",0,0,0,0,1,0,1,1,0,0,1,0
"fits well and comfortable",0,0,1,0,0,0,0,1,0,0,0,0
"Looks great, will buy again.",0,1,1,0,0,0,0,0,0,0,0,0
"Seemed already used",0,0,0,0,1,0,0,1,0,0,0,0
"Love this shoe ! Fits perfect and is just what I needed as an every day shoe and very comfortable",0,0,1,0,0,0,0,1,0,0,0,0
"They donâ€™t rip. They have a light scent. The ties work g",0,0,1,0,0,0,0,1,0,0,1,0
"Let me tell you that this product works! My pores are completely shrinking! I recommended it to all my friends. Love it!!",0,1,1,0,0,0,0,1,0,0,0,0
"Relieves pressure on his arthritic hips, and big enough to stretch out and elevate head.",0,0,1,0,0,0,0,1,0,0,1,0
"They Are the most uncomfortable cheap and terrible pair of pants and they are so static he and every hair and every piece of Lint and get stuck to them",0,0,0,0,1,0,1,1,0,0,1,0
"Neutral color so flats fit with everything and so comfortable",0,0,1,0,0,0,0,1,0,0,0,0
"I was so happy with what I got, it was better than I expected.",0,0,1,0,0,0,0,1,0,0,0,0
"This product has never fully charged. We havenâ€™t been able to u",0,0,0,0,0,0,0,1,0,0,0,0
"Didn't realize they are not padded. Very thin without adjustable straps.",0,0,0,0,1,0,0,1,0,0,0,1
"Cannot get over this great watch. Use it for a special heart study and other activity. Amazing quality.",0,0,1,0,0,0,0,1,0,0,0,0
"Too small",0,0,0,0,1,0,0,1,0,0,0,0
"Amazed with the monitoring for the money. Works as advertised. Recommended!!",0,1,1,0,0,0,0,1,0,0,0,0
"Good for what they're for",0,0,1,0,0,0,0,1,0,0,0,0
"I just wanted something to wear at home, in case anyone stopped by the house, to keep them covered and from swinging around. These aren't built for support, if that's what you're needing. The cotton is comfortable. I ordered 2 sizes up so that the bra wouldn't bind anywhere. I'm happy with the purchase.",0,0,1,0,0,0,0,1,0,0,1,1
"First off I agree this is a super concert; I saw it when it first came out back in the day on TV. THE BAD : Over a year ago I bought a used copy and it turned up to be region 2 and I could not play it on my machine. I did not return it because I have had in the back of my mind to buy a region free / multi region capable machine since before then but have not done that yet due in part to some of the videos that were only in region 2 turning up later in region 1. I just now saw this Fleetwood Mac - The Dance available at a decent price new and had it in my cart all ready to order it and . . . still no info on the region of this latest offering. WHERE IS THE ""REPORT INCORRECT PRODUCT INFORMATION "" BUTTON ? ? ? It seems to now be absent. (probably not enough staff to man it these days) AND P.S. : where is the ""Ask a question "" button ? ? ? Amazon : we could be easing your burden by getting the lackadaisical vendor (s) to fill in the blanks directly here. I think I will hold off until I can confirm this offering is region 1. it's a shame but I am starting to wear a path to the return center returning products that are inaccurately or incompletely represented here on Amazon. Case Brand Pocket Knives : I'm looking at you. (I'm a collector). Great , great concert though ! ! ! PS : Christien McVie is looking fabulous and is at the top of her game. I've always had a little crush on her.",1,0,0,0,0,1,0,1,0,0,0,1
"Absolutely love it my sons super happy with it came with everything listed and also true to its demeanor",0,0,1,0,0,0,0,1,0,0,0,0
"There is a problem with the quality of the product, the product is damaged, and a failed purchase.",0,0,0,0,1,0,0,1,0,0,0,0
"The Review topics are easy to find and read. The review questions and rationales are educative",0,0,1,0,0,0,0,1,0,0,0,0
"bought for my grandchild liked them so much ordered 2 more pair comming monday",0,1,1,0,0,0,0,1,0,0,0,0
"The media could not be loaded. My granddaughter put some in her mouth to eat and was taken back by the taste. I looked in the bag to find what I showed in the video. That is disgusting.",0,0,0,0,1,0,0,1,0,0,0,0
"Great product that offers so many things you can do on it.",0,0,1,0,0,0,0,1,0,0,0,0
"Bought for my grandson. Durable, loves his own tool set.",0,0,1,0,0,0,0,1,0,0,0,0
"So I am a lady who wears a 10 I ordered an 8.5 and they look big on me so I would suggest an 8 or 7.5 if you donâ€™t want to look like Ronald Mcd",0,0,0,0,0,0,0,1,0,0,0,0
"My son absolutely loves it. He's learning and great to see.",0,0,1,0,0,0,0,1,0,0,0,0
"muy , pero muy comodos",0,0,1,0,0,0,0,1,0,0,0,0
"The springs are too weak to hold the light in place inside a standard 6"" can. These are useless. I'm guessing all of these 5 star reviews just have them wired in and sitting in holes in the drywall in the ceiling; not inside a metal can. The springs are clearly NOT designed for use inside the standard metal cans. The spring system is designed to be placed inside a hole in the drywall in the ceiling and that would be against code.",0,0,0,0,1,0,0,1,0,0,1,1
"Purchased as a gift for my retired mother. She loves it. She likes seeing her step count and her sleep assessments. She is wearing it most everyday. I am going to get her the dressy band as a ""reward"" for being active and engaged in the quest to maintain her health. Sometimes It's literally the little things and this quantifies it for her.",0,0,1,0,0,0,0,1,0,0,0,0
"Soil PH doesn't work I don't know if the other two functions, sun and moisture, work. I even added vinegar to the soil container to check if that changes and it still showed PH over 7.",0,0,0,0,1,0,0,1,0,0,0,1
"THIS IS A DOG WATER REPRESENTATION OF AUTISM AND I HOPE SIA CHOKES ON BAD CEREAL",0,0,0,0,1,0,0,1,0,0,0,0
"tech support only what to sell you other product.",0,0,0,0,1,1,0,1,0,0,0,0
"Really nice brushes",0,0,1,0,0,0,0,1,0,0,0,0
"The cards came today and we opened and played very easily right out of the box. We have 5 kids, 4 of whom played (6, 7, 8, and 12). They all enjoyed the game and I am sure we will play this many more times. Love it!",0,0,1,0,0,0,0,1,0,0,0,0
"I purchased this watch as an upgrade to my Samsung 3. The apps are an improvement from the prior version, but battery life is much worse! I have to charge mine every night, else it dies in the middle of the next day. Also, I hate the design of the new charger! It continually slips off from the basket I keep on top of my bed (disabled, cannot reach bedside table), so the watch is often not fully charged to use the next day. Please Samsung, return to the style of charger that came with the Galaxy 3 watch!",0,0,0,1,1,0,1,1,0,0,1,1
"Unless I put it in coffee it has a faint taste. Was told it could take several months before I see a difference in my hair.",0,0,0,0,0,0,0,1,0,0,0,0
"Love this show!!!",0,0,1,0,0,0,0,1,0,0,0,0
"We love this tablet. We got it for our 4 year old a few months ago and he is constantly drawing, practicing his letters on it. I love that we don't waste papers having fun. And if he does something that i will like to look at later on, I just take a picture with my phone. P.S. I would say it's good for any age. Even my 1 and a half year old likes to use it(with supervision) I definitely recommend!",0,1,1,0,0,0,0,1,0,0,0,0
"delicous. great value",0,0,1,0,0,0,0,1,0,0,0,0
"Goung to use to plant seeds this spring",0,0,0,0,0,0,0,1,0,0,0,0
"This product came looking precisely the way it did on the website I believe for me the fit was just slightly big maybe had I purchased a medium it would have fit the way I wanted it to but I believe after multiple washes I'll probably achieve that look this was a good purchase",0,0,0,0,0,0,0,1,0,0,0,1
"I tried to save $2 and got a used one but Amazon failed to remove the previous owner from this AirTag so I couldnâ€™t connect using my phone. Lesson learned, donâ€™t buy used gear from Amazon, you c",0,0,0,1,1,0,0,1,0,1,1,0
"Very harsh on my skin. Made patches on my face peel for weeks. I would not recommend this product.",0,0,0,0,1,0,0,1,0,1,0,0
"Item is of exceptional quality! Immensely decorous packaging. Delivery was exemplary. Seller is admirable and excellent.",0,0,1,0,0,0,0,1,0,0,0,0
"Got cheesy at one particular moment. Fighting is pretty good. This was better than I expected. Character is easier to take serious than most female protagonists. So I'm excited to see progress in that area.",0,0,1,0,0,0,0,1,0,0,0,0
"Bought these to replace some I purchased at Home Depot that couldn't make it past some firmware update. Appear to be well made. These worked well and the devices attached to them worked as programed. Just hope they last a while.",0,0,1,0,0,0,0,1,0,0,0,0
"Recommend",0,1,1,0,0,0,0,0,0,0,0,0
"Was a gift to a friend and they love it. Said it was more sturdy than the store bought ones they had and made gardening much easier and enjoyable.",0,0,1,0,0,0,0,1,0,0,0,0
"I liked the color variety and the quickness of delivery, however I expected them to be thicker and more durable.",0,0,1,0,0,0,0,1,0,0,1,1
"Great for everyday work bench projects, would not use them in heavy garden work in clay soils without expecting some bending",0,0,0,0,0,0,0,1,0,0,0,0
"The quality is great and my baby loves it!",0,0,1,0,0,0,0,1,0,0,0,0
"Lady Gaga was excellent and gorgeous; Jared Leto was phenomenal- great acting and wonderful makeup. A good but sad story of life of the rich and famous.",0,0,1,0,0,0,0,1,0,0,1,0
"Cool look. Thin which I like. First time I wore it people committed on how good liking the watch is",0,0,1,0,0,0,0,1,0,0,0,0
"This movie has a really good group of actors and a sweet and clean wonderful story. Great for all ages.",0,0,1,0,0,0,0,1,0,0,0,0
"It took some persistence on my part but was finally resolved to my complete satisfaction!! Thanks Marian C.",0,0,1,0,0,0,0,1,0,0,0,0
"The watch connects to my Samsung phone nicely. The marks are big enough to see. The biggest con I have is the sleep tracker. It only records one episode. I get up and do wn at night. Only one is recorded.",0,0,1,0,0,0,0,1,0,0,1,1
"Came in great condition, and fast!",0,0,1,0,0,0,0,0,0,0,0,0
"I love the color!",0,0,1,0,0,0,0,0,0,0,0,0
"For a regular dvd from 1997 concert it is excellent with the audio track better than expected for 5.1 dolby digital surround almost as good as true hd or hd master audio which i could not find for this concert",0,0,1,0,0,0,0,1,1,0,0,0
"Very flattering, can dress up or wear with jeans",0,0,1,0,0,0,0,1,0,0,0,0
"This is my 3rd purchase of this design (483) of New Balance. Each iteration keeps its basics. It works for me all the time every time and is made in America, if that matters to you. Great comfort, style and very long wear and tear.",0,1,1,0,0,0,0,1,0,0,0,0
"Love my watch and with my I Phone it is a great combo.",0,0,1,0,0,0,0,1,0,0,0,0
"Very well pleased with the price nice ring.",0,0,1,0,0,0,0,0,0,0,0,0
"Love it!!!!",0,0,1,0,0,0,0,0,0,0,0,0
"Looks very attractive however I received the shoes slightly damaged. Cracks on the stones.",0,0,1,0,0,0,0,1,0,0,0,1
"Got as a gift for my man and it looks so good on him I love that he was able to adjust it to his wrist and looks so nice but it is a loud ticking watch but he loves it",0,0,1,0,0,0,0,1,0,0,0,1
"This was a cheap",0,0,0,0,1,0,0,1,0,0,0,0
"After such very long wait and put on the edge of our seats by HBO, we all expected so much more and what we got was a poorly written story and directed pile. It is that simple viewers no reason to waste my time writing a long review as it stunk that bad. Expect nothing but disappointment. No spoilers. Why two stars? Because I wasted my time watching every episode expecting something to happen. I have a movie review standard, no matter how bad the movie/show is if I watch it all the way through it gets two stars. If it is so bad that I can not stand the movie any more and stop watching then the movie gets one star. So you decide. Very disappointed and not recommended",0,0,0,0,1,0,1,1,0,1,1,0
"They just didn't go in well and then they turned in funky way",0,0,0,0,1,0,0,1,0,0,0,0
"It looks like a really cheap watch and it came in a box for another watch brand. My boyfriend has never worn it and for the price, I gone to walmart and gotten something better. Probably returning",1,0,0,0,1,0,0,1,0,0,0,0
"My 5 year old daughter LOVES this game. She takes it tall our dinner parties and makes us all play haha. A fun getting to know you game.",0,0,1,0,0,0,0,1,0,0,0,0
"You don't have to watch long before seeing how strongly the facts are sensationalized. I prefer my facts like my martinis, dry.",0,0,0,0,1,0,0,1,0,0,0,0
"Just what I wanted. Good zipper, lightweight. Perfect color for Arkansas.",0,0,1,0,0,0,0,1,0,0,0,0
"I keep these in my diaper bag to use at restaurants and I love how convenient they are!! They stick well too",0,0,1,0,0,0,0,1,0,0,0,0
"This is a great game for the whole family! Great questions, and the dares are hilarious!",0,0,1,0,0,0,0,1,0,0,0,0
"This mud mask is the best! It's easy to apply and glides on smoothly. The lavender is a quality fragrance and it feels soothing on your face. It's a generous sized jar. I adore it and I believe you will, too. Do your face a favor and buy it.",0,1,1,0,0,0,0,1,0,0,1,0
"I had an older Melnor(picture attached) which I bought many years ago and its still working. But this one bought last June, just broke(picture attached), water was going out through every joint. I really liked it when it was working. So flexible with different options. Never expected that it will be a disaster. I will never recommend this product, even though it was working in the most amazing way, but within one year, it just failed, while their older product is still working well.",0,0,0,0,1,0,0,1,0,1,1,1
"Pictured is a zip up hoodie. Very cute in photo. What I received was nowhere near this one in picture. It had NO zipper, no hood, colors were not the same, and it was made very poorly. NOTHING LIKE THE PICTURE. EXTREMELY DISAPPOINTED!",0,0,0,1,1,0,0,1,0,0,1,0
"I canâ€™t believe I didnâ€™t see this when it",0,0,0,0,0,0,0,1,0,0,0,0
"Even is adults had fun. My kids have loved this! Wish it was a little less expensive. But Iâ€™d say worth it as long as it keeps wor",0,0,1,0,0,0,0,1,0,0,0,1
"My boyfriend loved it. The look on his face made me happy. This watch for the cost was a deal for sure. Makes a great bday or vday gift.",0,0,1,0,0,0,0,1,0,0,0,0
"Good taste and easy to use.",0,0,1,0,0,0,0,1,0,0,0,0
"!!!Great Computer!!!",0,0,1,0,0,0,0,0,0,0,0,0
"My dog does not mind me cleaning his ears because it feels soothing and smells great. Heâ€™s a basset hound and their ears can get really bad if not properly cared for . These work great and are affordable so I can keep my dogs ears ",0,0,1,0,0,0,0,1,0,0,0,0
"Iâ€™ve been taking sleeping meds for a majority of my adult life, I was on seroquel 150 mg until I wanted to take a natural approach. The last melatonin I had worked but it took hours and I didnâ€™t sleep through the night usually. I just woke up and feel completely rested and havenâ€™t felt that deep of a sleep in months. This melatonin definitely works although I will say I feel very groggy, hard to tell if this will continue cause it was my first night using this. UPDATE: after a while of taking this the extreme grogginess has only gotten worse, the way this melatonin makes my heart feel heavy and causes huge hormone disruption is kinda a bit disturbing to me. If your someone with hormonal imbalances looking for a natural way to sleep I suggest a melatonin with botanicals and minerals in it to help aid sleep. Granted this melatonin works but even at pouring out more then half the powder I still felt the effects of a full pill. It felt like a heavy grade sleeping med and thatâ€�",0,0,0,0,1,0,1,1,1,0,1,1
