"text","return","Repurchase","PositveWOM","complainseller","negativeWOM","CONFRONTCOPING","SUPPORTSEEKINGCOPING","bookkeeping","helpothers","Retaliation","Cognition","objectivness"
"They are very easy to setup and easy to manage. I have them at my mother in-laws empty house to cycle lights. They are setup on her WiFi but into my account. Easy to setup and now I have remote control over emergency lights in the house. In my house I have them setup on lamps stuck behind a couch and other areas where it is not easy to reach the switch. Alexa....Turn on my lamp.",0,0,1,0,0,0,0,1,0,0,0,0
"Allows me to integrate with alexa and automate my lighting. Easy to install and use",0,0,1,0,0,0,0,1,0,0,1,0
"Would not connect to Alexa at all after 3 tries of start over.",0,0,0,0,1,0,0,1,0,0,0,0
"Very easy to install, good quality and had no problems. For the price it really worth.",0,0,1,0,0,0,0,1,0,0,1,0
"My year-old son loved this and it's nice and bright, if you're in the market for one of these, this one is cheap but works well and is safe for a small toddler. If it breaks from normal use, I will update this, but we are happy with it so far. It has a screw in the battery compartment lid, so a young child can't get at the battery or small parts, that was huge it's safe and won't' kill my kid!",0,0,1,0,0,0,0,1,0,0,1,0
"Granddaughter loves it",0,0,1,0,0,0,0,0,0,0,0,0
"Only downfall to this is my son took the Çƒ˙penÇƒ˘ off of this very easily. String was poor quality but otherwise good product.",0,0,1,0,0,0,0,1,0,0,0,1
"Exact description verbatim as the suggested ""similar item"" including incorrect grammar and sentence structure.",0,0,0,0,1,0,0,1,0,0,0,0
"ItÇƒÙs wonderful, this drawing and writing tablet art itÇƒÙs amazing for kid creations.",0,0,1,0,0,0,0,1,0,0,0,0
"Gave it as a gift to my granddaughter. She loves it and I love that it is offline and doesnÇƒÙt jeopardize my walls, the couch, the table, or every surface in the house!",0,0,1,0,0,0,0,1,0,0,0,0
"We have this and a Jot Board and find them comparable. My daughter is a toddler and really enjoys writing and drawing on the Bravokids device as it comes out in different colors and is smooth and easy to use. Lock feature is nice so that she can finish a master piece, lock it, and then run to show whomever without worry for accidentally erasing it. Appreciate that the pen can be tied to the board to avoid losing while grabbing it on the go, at a restaurant, or in the car. Appreciate the extra battery and included screwdriver which made maintenance easier. Overall great product and would recommend.",0,0,1,0,0,0,0,1,1,0,1,0
"This is amazing you should get for your child itÇƒÙs amazing they will have a fun drawing experience e what was very umm unreasonable was that that she drawer an eye and it was smudged soo yeah but this is still a perfect drawing toy for your kids you should get it for them",0,0,1,0,0,0,0,1,1,0,0,1
"Lightweight, easy to use, and super travel friendly.",0,0,1,0,0,0,0,1,0,0,1,0
"Excelente le gusto a mi esposa",0,0,0,0,0,0,0,0,0,0,0,0
"I donÇƒÙt even consider this a necklace itÇƒÙs so small it could be a bracelet not even that !",0,0,0,0,1,0,0,1,0,0,0,0
"Absolutely in love with this beautiful necklace, it shimmers on the zircone side and the letter is on the other side. I get so many compliments when i wear it ÇÙï‘?Ë",0,0,1,0,0,0,0,1,0,0,0,0
"Very cute for a 6 year old girl. Very dainty ?¸Ú‰",0,0,1,0,0,0,0,1,0,0,0,0
"It was so cute",0,0,1,0,0,0,0,1,0,0,0,0
"Amazing for my 7yr old",0,0,1,0,0,0,0,1,0,0,0,0
"Dainty little necklace, nicer than I thought it would be for price! I love it.",0,0,1,0,0,0,0,1,0,0,0,0
"I bought this over a month ago for my toddler. She wears it in the shower every day and the color has not changed. I was worried about that happening due to the low price but no, it still looks good.",0,0,1,0,0,0,0,1,0,0,0,0
"My son always ask for this kind of bandage, he loves them so much",0,0,1,0,0,0,0,1,0,0,0,0
"Sticks. Toddler loves it. ItÇƒÙs baby shark. Really whatÇƒÙs left to say",0,0,1,0,0,0,0,1,0,0,0,0
"TheyÇƒÙre not bad. Fall off kind of easy sometimes",0,0,1,0,0,0,0,1,0,0,0,1
"Wth?",0,0,0,0,0,0,0,0,0,0,0,0
"My daughter loved them... adhesive was great stuck great to skin",0,0,1,0,0,0,0,1,0,0,0,0
"It was a stocking stuffer for a kid, so I didn't like the box being crushed, but not a big deal.",0,0,1,0,0,0,0,1,0,0,0,1
"He didnÇƒÙt use it much till 6 months but now heÇƒÙs on it all the time. We bought a second one so he has one on both floors. He has attacked both of them and will flip them for fun and both are fine. Washing has been easy too. We purchased the medium.",0,1,1,0,0,0,0,1,0,0,0,0
"She loves it. She wonÇƒÙt cuddle her hoomans, but she will curl up here and stare at them.",0,0,1,0,0,0,0,1,0,0,0,0
"Dog bed fell apart after one wash and it was over $110!",0,0,0,0,1,0,0,1,0,0,0,0
"I have two cats and bought two beds. One cat has moved into the cat bed, and spends most of their days and nights there. The other shuns theirs. Really nice beds, kind of want one in human size...",0,0,1,0,0,0,0,1,0,0,0,0
"My puppy like the bed, she also likes to pull it around like a stuffed toy! I was hoping it had a deep center, it does not, it's pretty flat.",0,0,1,0,0,0,0,1,0,0,0,1
"I work from home every other week and my coworker needed a comfortable office space to nap. He absolutely loves his bed, doesnÇƒÙt move and just melts into place. HeÇƒÙs very tidy and clean so his bed really doesnÇƒÙt any cleaning except a quick vacuum.",0,0,1,0,0,0,0,1,0,0,0,0
"My dog loves this bed & sleeps in it every night!!!",0,0,1,0,0,0,0,1,0,0,0,0
"My anxious dog Murphy curls right up in this bed. He loves it",0,0,1,0,0,0,0,1,0,0,0,0
"My dogs love this! I am pleased with it too!",0,0,1,0,0,0,0,1,0,0,0,0
"Super festive for Valentine's day, why not? They are a necessity in our house so might as well have something cute. It would be nice if the ""scent"" was actually there, but not the worst. They serve the purpose and are cute while doing it. The bags also came with a holder that's pretty sturdy, can never have too many of those since they break so often.",0,0,1,0,0,0,0,1,0,0,1,1
"",0,0,0,0,0,0,0,0,0,0,0,0
"Overall great value, but they don't really smell. They are labeled as scented.",0,0,1,0,0,0,0,1,0,0,0,1
"I don't usually write reviews but this needed to be said. I was looking for bags that could come the same day because my dog needed some before her next walk. I seen these, looked at the reviews and saw a lot of them were saying the same things. So against my better judgement, I ordered them anyway. The first few rolls were okay, barely scented but that didn't really bother me. it's going in the trash anyway. So I get to like the 3rd or 4th roll of bags and I open the first one... my hand goes straight through. Gave it the benefit of doubt, everything can't be perfect you know. I put that first bag to the side and open a second bag, same thing. I keep going and they're all the same, at this point Im near the end of the roll and there isnt one bag that was actually a bag. That happens for the next 4 rolls. I kept one roll and just had to tie the ends so I'd have something to use until the other ones I ordered came in. Needless to say, you really do get what you pay for",0,0,0,0,1,0,0,1,0,0,0,1
"these are really cute but theyÇƒÙre a little bit see-through if that bothers you I wouldnÇƒÙt recommend these besides that they are a little thinner than most bags but they do the job",0,0,1,0,0,0,0,1,1,0,0,1
"Should have been a little bit bigger but itÇƒÙs okay and good price for a lot of bags",0,0,1,0,0,0,0,1,0,0,0,1
"Sometimes they rip when youÇƒÙre getting the initial tab off of a roll, but overall these are the best bags IÇƒÙve ever had! ?¸Ú‰",0,0,1,0,0,0,0,1,0,0,0,1
"Actually seals in the stink. Most bags arenÇƒÙt scented but these smelled like flowers",0,0,1,0,0,0,0,1,0,0,0,0
"Box was full of a mixture of options. Kids liked them. Contents weren't smashed, all the packages were sealed.",0,0,1,0,0,0,0,1,0,0,1,0
"When they are in good shape they taste great!",0,0,1,0,0,0,0,1,0,0,0,0
"Good variety but I was expecting some hot ones also there was quite a few regular ones.",0,0,1,0,0,0,0,1,0,0,0,0
"The original flavor cheezits lay dormant in the box, I avoid eating these gross ones, because the other ones are 100000023890812749127892198421841294827489219487x better than the other ones.",0,0,0,0,0,0,0,1,0,0,0,1
"Crumbs and oily all over the packaging. Yuck!!",0,0,0,0,1,0,0,1,0,0,0,0
"Family to eat and enjoy for supper bowl",0,0,0,0,0,0,0,1,0,0,0,0
"I am.so happy that I ordered these on Amazon. I ordered them at 10am and they arrived before 9pm the same day. My car is in the shop being fixed, so I'm stuck home. My children need snacks for school. I love Amazon.",0,0,1,0,0,0,0,1,0,0,0,0
"why dont internal speakers work? also doesnt have closed caption. I cant get anything turned on. why not?",0,0,0,0,1,0,1,1,0,0,1,0
"Great product for price. Serves purpose",0,0,1,0,0,0,0,1,0,0,0,0
"price",0,0,0,0,0,0,0,0,0,0,0,0
"Me agrado la entrega y el estado en que llego el producto. Es PC la utilizare para mis trabajos en mi hogar. Muchas gracias.",0,0,0,0,0,0,0,0,0,0,0,0
"Easy to setup and a great price",0,0,1,0,0,0,0,1,0,0,0,0
"Falling apart cheap shoes.",0,0,0,0,1,0,0,1,0,0,0,0
"I loved the chucks but I couldn't fit them . Very disappointed !! : ( : ( I requested size for 7.5 NOT 5.5",0,0,0,0,1,0,0,1,0,0,0,1
"Look good, feel good wearing.",0,0,1,0,0,0,0,1,0,0,0,0
"So I am a lady who wears a 10 I ordered an 8.5 and they look big on me so I would suggest an 8 or 7.5 if you donÇƒÙt want to look like Ronald Mcdonald",0,0,0,0,1,0,0,1,1,0,0,0
"This was a gift and they were perfect",0,0,1,0,0,0,0,1,0,0,0,0
"Always a good product, I'm satisfied. You get what you pay for.",0,0,1,1,0,0,0,1,0,0,0,0
"The media could not be loaded. I just got them and the lettering is smeared? Is this normal? ?¸ÚÓ Other than that they seem okay?",0,0,0,0,1,0,1,1,0,0,0,0
"These shoes are GREAT! At first, I had mixed feelings about the reviews but I bought them anyway. They came just on time and they are perfect. So happy with my converse. They are 100% real too!",0,0,1,0,0,0,0,1,0,0,1,0
"Best T shirt ever made and very comfortable",0,0,1,0,0,0,0,1,0,0,0,0
"gildan is usually the highest quality and lowest price in my experience. perfect undershirts",0,0,1,0,0,0,0,1,0,0,0,0
"Need larger size",0,0,0,0,0,0,0,1,0,0,0,0
"Seems on one ripped out after 1 wash, didnÇƒÙt even wear it yet.",0,0,0,0,1,0,0,1,0,0,0,0
"Great fit",0,0,1,0,0,0,0,1,0,0,0,0
"Not the best quality and a little thin, but great price",0,0,1,0,0,0,0,1,0,0,1,1
"Very clean design. Looks great",0,0,1,0,0,0,0,1,0,0,0,0
"These earrings are light, great length, beautiful and unique! First time I wore them I received compliments. Love them!",0,0,1,0,0,0,0,1,0,0,1,0
"HavenÇƒÙt worn these yet, but they are pretty and sparkly!",0,0,1,0,0,0,0,1,0,0,0,0
"Bought for a friend SHE Ç˘ß‘?ËÇ˘ß‘?ËÇ˘ß‘?ËÇ˘ß‘?Ë",0,0,0,0,0,0,0,0,0,0,0,0
"I bought these to wear to a wedding in January. They were perfect!! Just the right amount of color and POP!!",0,0,1,0,0,0,0,1,0,0,0,0
"These are the cheapest thing I have ever bought on Amazon",0,0,0,0,0,0,0,1,0,0,0,0
"These give me the most gorgeous shine and subtle color. The smell of vanilla is very subtle and the taste does not interfere with anything you eat or drink. I had ordered three different colors and I can say the same of all of them. The only negative about these is that they don't last very long on my lips. However, I find that most natural lip products have the same challenge on my lips.",0,0,1,0,0,0,0,1,0,0,1,1
"The color is good - subtle, which is what I wanted. Feels nice when it goes on, but doesn't last long. Pretty quickly my lips feel dry again. Overall I would not recommend if you're looking for a lip balm that moisturizes for more than a few minutes.",0,0,0,0,1,1,0,1,1,0,0,0
"Very smooth and silky",0,0,1,0,0,0,0,1,0,0,0,0
"They sent me used lip balm. I wonÇƒÙt buy this brand again unless they start allowing returns.",1,0,0,0,1,0,0,1,0,0,0,0
"Was used. ?¸ß∆ gross",0,0,0,0,1,0,0,1,0,0,0,0
"I wanted something natural with a tint of color that was moisturizing. This is the perfect combo! I love how it feels on and the color is there yet subtle...more of a natural look. The ingredients are great too, approved by EWG.",0,0,1,0,0,0,0,1,0,0,1,0
"Tiene una rica fragancia e hidrata mucho los rizos de mi beb?©, tiene el pelo rizo y le define bien, suaviza y desenreda de volada. No m?∞s tirones a mi angelito.",0,0,0,0,0,0,0,0,0,0,0,0
"This product works great after bath time",0,0,1,0,0,0,0,1,0,0,0,0
"Scent - none! Thankfully. I am transitioning to scent free personal care products. This checks the box. Overall: I put a lot of this product in my hair. I have long, thick hair. The product is light - it wonÇƒÙt weight down your hair. After a shower with J&J Shampoo and Conditioner, followed by this leave in conditioner, I look like I just got fresh out of a salon. Paraben, sulfate, scent free, and dye free! CanÇƒÙt beat this, especially for the price.",0,0,1,0,0,0,0,1,0,0,1,0
"I bought both products but I only received the shampoo and the conditioner did not come",0,0,0,0,1,0,0,1,0,0,0,0
"My 5 month old has really curly but DRY hair..so i have to use more than just the baby wash/shampoo combination. I used the JohnsonÇƒÙs curly shampoo, then I put the leave in conditioner while his hair is still damp . Excellent results. Definitely left his hair moisturized and defined his curls. Also, It smells amazingggg !!",0,0,1,0,0,0,0,1,0,0,1,0
"Smells amazing and leaves my daughters curls amazing",0,0,1,0,0,0,0,1,0,0,0,0
"My daughter-in-law absolutely loves this product for my granddaughter and her texture of hair.",0,0,1,0,0,0,0,1,0,0,0,0
"My toddlers have frizzy curly thin hair. This is perfect not greasy at all!",0,0,1,0,0,0,0,1,0,0,0,0
"I do love this shirt but if you are between sizes like me, size up. The medium is really snug and rides up because of my belly. I also wish is was just a little bit longer so I could tuck it in, but on my torso...it isn't. Overall great quality but small",0,0,1,0,0,0,0,1,1,0,0,1
"The quality isnÇƒÙt what I expected. Unfortunately this was a waste of money and wouldnÇƒÙt recommend to anyone. It started pilling after two wears. I recently bought a strappy back bra from CRZ yoga for only a few dollars more and had no pilling! I also am not a fan of the fact that the bra isnÇƒÙt completely attached to the tank top. It gets tangled up and isnÇƒÙt easy to fold. Was really hoping IÇƒÙd love this, but I just didnÇƒÙt.",0,0,0,0,1,1,0,1,1,0,1,0
"ItÇƒÙs great but a little tight",0,0,1,0,0,0,0,1,0,0,0,1
"Flattering! Make sure to size up",0,0,1,0,0,0,0,1,1,0,0,0
"I already bought this in another color. Absolutely love it. It has great support and I feel great in it.",0,1,1,0,0,0,0,1,0,0,0,0
"Not very comfortable or flattering. Straps are too short and no option to adjust them.",0,0,0,0,1,0,0,1,0,0,1,0
"I hate how inconsistent women's clothes sizes are. ItÇƒÙs so frustrating! I bought these in a size large (I was 5ÇƒÙ8 180lbs at the time I purchased and I was a size large in almost everything) and they were so tight it was painful. I could only try them on for a few seconds before having to take them off. It felt like they were a size small and I didnÇƒÙt want to have to deal with the hassle of returning them for a larger size when their sizes are that off to begin with so I just donated them to a local thrift store. I wouldnÇƒÙt recommend these solely based on how inaccurate the sizes are.",1,0,0,0,1,1,0,1,1,0,1,0
"Son sumamente f?∞ciles de instalar. La luz es brillante y funciona muy bien el sensor.",0,0,0,0,0,0,0,0,0,0,0,0
"Great deal and they work great.",0,0,1,0,0,0,0,1,0,0,0,0
"They work great so far, 6 months in and the major problem I see is that ohio winters dont render enough light during the day to keep them going even until midnight sometimes. This is on the ""Dim until motion is detected setting"" Which is necessary as I have a tiered stone step setup leading to my porch. Otherwise they meet and exceed all expectations, including BRIGHTNESS! Very bright.",0,0,1,0,0,0,0,1,0,0,1,1
"I chose option 2, the light comes on at dusk and gets brighter when motion is sensed. The attached picture shows the difference.",0,0,1,0,0,0,0,1,0,0,0,0
"I use these to illuminate some deck steps, they do a good job and I like that they do get brighter with motion. They've been outside for fall and winter and work the same as when I installed them. My only wish is that the battery was larger so they held more charge to run more hours. They don't make it overnight so no light in early morning when taking the dogs out.",0,0,1,0,0,0,0,1,0,0,1,1
"use... precio y el servicio que da el articulo.",0,0,0,0,0,0,0,0,0,0,0,0
"Tiny but powerful. I was skeptical about this lights when I saw the size of them but it proved me wrong.",0,0,1,0,0,0,0,1,0,0,0,0
"Love these. Inexpensive. Does the job. I put one up with a zip ties, the other with heavy duty double stick outdoor tape. The only negative is the motion doesnÇƒÙt stay lit long, you have to wave a hand or move. But, I liked them so much I got two more.,",0,1,1,0,0,0,0,1,0,0,1,1
"I bought last year in July 2021 and now they don't work.",0,0,0,0,1,0,0,1,0,0,0,0
"Very comfortable bra especially at the gym! Have them in all colors and buy extra. After time and wear, the straps stretch out of shape. Otherwise, prefer to wear this bra, then the regular standard ones.",0,1,1,0,0,0,0,1,0,0,0,1
"Was somewhat disappointed Hanes products usually don't disappoint but these did. Hit and a miss for Hanes save your $",0,0,0,0,1,1,0,1,1,0,0,0
"I have reordered several times, but they are only comfortable to wear inside-out because the zig-zag stitching is abrasive. I wear them for sleeping in and do not recommend for a workout. Not made to be flattering. The stretch wears out more quickly than a workout bra. I just like them for sleeping in.",0,1,0,0,0,0,0,1,1,0,1,1
"Not binding or tightÇƒ∂great feel!",0,0,1,0,0,0,0,1,0,0,0,0
"These bras fit normally and are great that way but this company is sending bras that smell. I order the first time thought it was random fluke. No second time same disgusting smell.",0,1,0,0,1,1,0,1,0,1,0,1
"Cute movie. It had its moments and The chemistry between the leads is great. A few parts were slow and the story is predictable. Overall, a decent chick flick.",0,0,1,0,0,0,0,1,0,0,1,0
"This movie is one I would watch again and again. I enjoyed it that much.",0,0,1,0,0,0,0,1,0,0,0,0
"This good movie .I like its funny.",0,0,1,0,0,0,0,1,0,0,0,0
"Great acting and great story line. I watched the movie before reading the book and I loved it regardless but now I love it even more.",0,0,1,0,0,0,0,1,0,0,0,0
"I really enjoyed this movie.",0,0,1,0,0,0,0,0,0,0,0,0
"There was a reason the book was popular and the powers that be who decided to adapt it into a film sucked all the charm right out of the story. To begin with, the characterization was all wrong. The Lucy character is supposed to be quirky. She is a people pleaser who allows people to take advantage of her because she's lonely (she lost her good friend when the companies merged). Josh's ""take no prisoners"" attitude is an anathema to her, but the filmmakers got the characters all wrong. In the film, Lucy is spunky, but all of her quirks are missing. She usually seems on the verge of having a tantrum and is very pouty most of the time. I'm sure this is meant to be cute, but really it's just boring and more than a little annoying. As far as Josh goes, his character suffers more. I'm sure Stowell is a lovely person, but his portrayal of Josh was all wrong. He is supposed to be a character that scares the bee-jeebers out of everyone. Stowell, frankly, is rather bland in the role. He's a big Ken doll. There's not much of a personality there. There is nothing intriguing about him. He's supposed to be the backbone of the company while Lucy is the soul, and for some reason, the directors thought it would work for Hale and Crowell to be cardboard cutouts,removing all the quirks and idiosyncrasies that made the characters entertaining. The Hating Game is hardly Tolstoy, but it is a fun story and the film adaptation takes all the fun out, seeming to think the audience isn't going to notice. The character names and the most basic parts of the story line were the same, but that was about it. Too many of the details of the story that made it work we're taken out rendering it extremely bland and lifeless. If an adaptation is going to be made, they should take the (little bit of) extra time to do it right so the story works.",0,0,0,0,1,0,0,1,0,0,1,0
"Fun cast, fun movie. Worth the watch. I rented the movie then bought it. If you love romcom youÇƒÙll like this one!",0,0,1,0,0,0,0,1,0,0,1,0
"Lost me a few minutes into the movie but the wife sat through the whole thing and thought it ok.",0,0,0,0,1,0,0,1,0,0,0,1
"Super corney, story is weak and boring. Trailer is misleading. Dissapointed.",0,0,0,0,1,0,0,1,0,0,1,0
"This is a great set! Very sturdy and comfortable!",0,0,1,0,0,0,0,1,0,0,0,0
"These are great and heavy duty for the price",0,0,1,0,0,0,0,1,0,0,0,0
"These exceeded my expectation. Sturdy and well designed.",0,0,1,0,0,0,0,1,0,0,1,0
"Handle came off the rake with first attempt to use it (with little effort/force). They saying goes, ""You get what you pay for"". Therefore I must have paid for garbage.",0,0,0,0,1,1,0,1,0,0,0,0
"Made good gifts for a couple of people",0,0,1,0,0,0,0,1,0,0,0,0
"These garden tools are a good value for little cost. Better made than others IÇƒÙve had worth similar money",0,0,1,0,0,0,0,1,0,0,0,0
"He loved it",0,0,1,0,0,0,0,0,0,0,0,0
"Easy to read",0,0,1,0,0,0,0,1,0,0,0,0
"The watch was purchased in October. It wasnÇƒÙt opened until Christmas. 3 months later, the indigo backlight no longer works. Very disappointed.",0,0,0,0,1,0,1,1,0,0,0,0
"I have owned multiple Timex Ironman watches. All have been the black letters with a light background. This one has a black face with lighter letters. The letters cannot be seen under any condition other than great lighting. Yes it has a lighted dial. But who wants to reach for the light everytime you want the time.",0,0,0,0,1,0,0,1,0,0,1,0
"The watch came inoperable. I could not set the time and date. I am returning it to Amazon for a credit. The experience was very disappointing",1,0,0,0,1,0,0,1,0,0,0,0
"not comfortable",0,0,0,0,1,0,0,1,0,0,0,0
"It tells the time and has a light. Also it never has to be charged.",0,0,1,0,0,0,0,1,0,0,0,0
"The Ironman Timex is a well-made, multifunction sport watch. I bought mine for triathlon training and have worn it repeatedly while swimming. It is waterproof and the band is very secure. I would go on to say that if you want or need only one watch, and donÇƒÙt care too much about fashion, the Ironman would be a good choice. The night light makes reading the time in the dark super easy. It also seems to keep time accurately.",0,0,1,0,0,0,0,1,0,0,1,0
"My husband likes this watch very much, easy to read looks nice. Only issue is watch band fits until his rather large wrist swells during the dayÇƒ∂ however it Çƒ˙justÇƒ˘ fits so he still likes it.",0,0,1,0,0,0,0,1,0,0,0,1
"Not sturdy at all.",0,0,0,0,1,0,0,1,0,0,0,0
"I feel like this item could have been great, but it came to me with no rubber rings to stabilize it. Without the rings it is just a wobbly mess!",0,0,0,0,1,1,1,1,0,0,0,0
"We use it store paints and art supplies. Works great!",0,0,1,0,0,0,0,1,0,0,0,0
"This organizer is the perfect size! It holds so much stuff! I love that the shelves are adjustable!",0,0,1,0,0,0,0,1,0,0,1,0
"I love this thing it cleaned up my counter tops",0,0,1,0,0,0,0,1,0,0,0,0
"I actually really liked this. Looks really good and it was easy to put together. However the quality is poor. I had to keep rebuying because the bottom kept cracking and then breaking.",0,1,1,0,0,0,0,1,0,0,1,1
"Great product, fits all my facial products and hair products. Helps with counter space, recommend!",0,0,1,0,0,0,0,1,1,0,0,0
"This thing holds a lot! It's easy to put together. The materials are a little flimsy, but works great. A really good value for the price.",0,0,1,0,0,0,0,1,0,0,1,1
"The platform inserts do not stay in place for me. The rubber holders did not fit. I donÇƒÙt know if I am not assembling it correctly but the platforms/shelves fall out easily.",0,0,0,0,1,0,0,1,0,0,1,0
"A ROCKY START TURNS INTO TRUE LOVE AND ROMANCE ALL TOGETHER IN ONE FILM",0,0,1,0,0,0,0,1,0,0,0,0
"I've always loved Beauty and the Beast films. But this movie delves into emotional depths no other film seems to have been able to reach. I've watched this over and over, and find new emotional nuances each time. Such a beautiful, family-friendly film!",0,1,1,0,0,0,0,1,0,0,1,0
"Love Janine Turner and the other actors were fantastic too. Lovely movie with a wonderful message that you'll want to watch again and again.",0,1,1,0,0,0,0,1,0,0,0,0
"Such a great story about falling in love with what's on the inside versus outside. Loved it!",0,0,1,0,0,0,0,1,0,0,0,0
"If you like simple movies with little intelligence but sweet emotion you will like this.",0,0,1,0,0,0,0,1,1,0,0,0
"Kind of like Beauty and Beast but with a Medical condition. Happy ending. Good cast. Always liked Janine Turner.",0,0,1,0,0,0,0,1,0,0,0,0
"Love this classic romance movie",0,0,1,0,0,0,0,1,0,0,0,0
"This was an edited version and there were some good scenes edited out. The Khan phone message scene was my favorite scene and it was completely deleted. Sad. Would not have purchased if I had known",0,0,0,0,1,0,0,1,0,0,0,0
"Extremely well acted lite hearted and fantastic Music",0,0,1,0,0,0,0,1,0,0,0,0
"Terrible. DVD came damaged and did not play. Very disappointing.",0,0,0,0,1,0,0,1,0,0,0,0
"Good entertainment",0,0,1,0,0,0,0,1,0,0,0,0
"Great movie fun songs",0,0,1,0,0,0,0,1,0,0,0,0
"One of my all time favs ! ?¸ÚÁ",0,0,1,0,0,0,0,0,0,0,0,0
"Movie not sealed in plastic. Stopped half way through. Returned for credit.",1,0,0,0,1,0,0,1,0,0,0,0
"This is by far the best and easiest to use tracker I have used (and I've used a lot!). Really like how it tracks sleep as light, deep and rem.",0,0,1,0,0,0,0,1,0,0,0,0
"Really good band works very well,and gives accurate readings.",0,0,1,0,0,0,0,1,0,0,0,0
"Love how it keeps track of daily steps. Wish WW (weight watchers) would autoconnect to it",0,0,1,0,0,0,0,1,0,0,0,1
"So far so good does what o thought",0,0,1,0,0,0,0,1,0,0,0,0
"Only reason i wont send it back to US cuz it causes money and time. I like the workout tracking sessions and alarm which is typical on any tracker. I also like that it can control music. However i expected it to track my heartrate the entire day and it not testing other stuff not even manually.",1,0,0,0,1,0,0,1,0,0,1,1
"The absolute best for meditating!",0,0,1,0,0,0,0,1,0,0,0,0
"The images are beautiful, though I wish there was a little bit of gentle camera movement. A slooow zoom in, out, or pan would be nice. The music was the best for meditation or relaxation out of all of the videos I tried here, so far.",0,0,1,0,0,0,0,1,0,0,1,1
"Dear Ben- I would gladly purchase the sound track to this video. it is one of my favorite. It's a go to man!!! Just floating a thought thanks! I do yoga most mornings to start my day. mostly gravity type stretches with emphasis on the breath. This musical compilation is very stimulating to my practice! I love it!!!",0,0,1,0,0,0,0,1,0,0,0,0
"The imagery was beautiful, but I actually found that this music made me feel anxious. The tone of it made me feel like something was about to happen, so I kept glancing at the screen. I could not relax and let go with this on. I turned it off after about 15 minutes.",0,0,0,0,1,0,0,1,0,0,0,1
"Loved it! My mom wanted some meditative music and I honestly had my doubts when I picked it. I put it on for her as I set about on my nightly rituals of getting ready for work (packing lunch, getting clothes ready etc.). This is normally a part of the day I don't look forward to, but the music really helped get me in a calm collected frame of mind. I really felt better about starting work the next day (after a long holiday break). Completely recommend it as background music for something you are not looking forward to, but need to do. I am considering making this a part of my routine!",0,0,1,0,0,0,0,1,1,0,0,0
"Very enjoyable",0,0,1,0,0,0,0,1,0,0,0,0
"So very relaxing and meditating. I put the music on when soaking in a bath",0,0,1,0,0,0,0,1,0,0,0,0
"very good",0,0,1,0,0,0,0,0,0,0,0,0
"They love these fruit snacks",0,0,1,0,0,0,0,0,0,0,0,0
"Purchased for grandchildren as a snack because they are gluten free and not made of sugar",0,0,1,0,0,0,0,1,0,0,0,0
"Love these snacks.",0,0,1,0,0,0,0,0,0,0,0,0
"Buy again!",0,1,0,0,0,0,0,0,0,0,0,0
"Good price, great flavor and portioned so that anyone can enjoy them. My grandkids love them and so do I!",0,0,1,0,0,0,0,1,0,0,1,0
"I loved everything about the WelchÇƒÙs Fruit Snacks. They are so good. I now realize that I really donÇƒÙt want to ever run out them.",0,1,1,0,0,0,0,1,0,0,0,0
"Product was great however like almost every delivery you get from Amazon the product is crushed opened and it's very annoying",0,0,1,0,0,0,1,1,0,1,0,1
"Good purchase",0,0,1,0,0,0,0,0,0,0,0,0
"Shoes came as expected and in good care as for the box it came in not so much. I would order again from same place as long as my product gets to me in good condition I could care less for the box it comes in.",0,1,1,0,0,0,1,1,0,0,0,1
"this is my 4th pair great shoe comfortable fits to size I was an Adidas guy most of my life but these were cheaper and look great",0,1,1,0,0,0,0,1,0,0,1,0
"Did not like them they did not look like they were new",0,0,0,0,1,0,0,1,0,0,0,0
"The shoes squeaked when walking in them every time.",0,0,0,0,1,0,0,1,0,0,0,0
"Excelente como lo esperaba",0,0,0,0,0,0,0,0,0,0,0,0
"It was purchased as a gift.",0,0,1,0,0,0,0,0,0,0,0,0
"Perfect fit. 6'1 300lbs. Very good fit not too big not too tight",0,0,1,0,0,0,0,1,0,0,0,0
"Es un t-shirt nuevo y me ha llegado con una mancha rosa, muy mala experiencia !!",0,0,0,0,0,0,0,0,0,0,0,0
"Very nice shirt",0,0,1,0,0,0,0,0,0,0,0,0
"The shirt is made of quality material that washes well. I brought this for my 17-year-old son (size small) to wear with Adidas pants. I received the shirt in great condition and on time. Overall, good value.",0,0,1,0,0,0,0,1,0,0,1,0
"This shirt is similar to the Climalite type I purchased many years ago. It is a reasonable fitting shirt with comparable breath-ability.",0,0,1,0,0,0,0,1,0,0,0,0
"Super soft T that my boyfriend wears constantly, I even got him more in different colors! The dark grey heather is not soft though and is more of your standard pack of t shirts from Walmart feel",0,1,1,0,0,0,0,1,0,0,0,1
"I was very disappointed, I have blue version of this shirt and it is amazing, I loved the green version they show here in their pictures, but I have receiver light green version with adidas icon in white instead of black",0,1,0,0,1,0,1,1,0,0,0,0
"I like the material of the shirt, itÇƒÙs somewhere between like a sporty material and a regular shirt material. The only issue I found is that the shirt is longer than I expected.",0,0,1,0,0,0,0,1,0,0,0,1
"They fit good. They look good but the shoes Çƒ˙flopÇƒ˘ from the middle part of the soil when you walk on them! Might as well wear flip-flops in the office.",0,0,1,0,0,0,0,1,0,0,0,1
